Quiz ID,Quiz Title,Question ID,Question Description,Option ID,Option Text,Is Correct
43,Structural Organisation in Animals and Plants (7),1838,Choose the correctly matched pair,7367,Tubular parts of nephrons - Cuboidal epithelium,True
43,Structural Organisation in Animals and Plants (7),1838,Choose the correctly matched pair,7368,Inner surface of bronchioles - Squamous epithelium,False
43,Structural Organisation in Animals and Plants (7),1839,The function of the gap junction is to:,7369,separate two cells from each other,False
43,Structural Organisation in Animals and Plants (7),1839,The function of the gap junction is to:,7370,stop substance from leaking across a tissue,False
43,Structural Organisation in Animals and Plants (7),1839,The function of the gap junction is to:,7371,performing cementing to keep neighbouring cells together,False
43,Structural Organisation in Animals and Plants (7),1839,The function of the gap junction is to:,7372,"facilitate communication between adjoining cells by connecting the cytoplasm for rapid transfer of ions, small molecules and some large molecules",True
43,Structural Organisation in Animals and Plants (7),1840,The only type of cell seen in a tendon is,7373,muscle fibres,False
43,Structural Organisation in Animals and Plants (7),1840,The only type of cell seen in a tendon is,7374,reticular cells,False
43,Structural Organisation in Animals and Plants (7),1840,The only type of cell seen in a tendon is,7375,collagenous cells,False
43,Structural Organisation in Animals and Plants (7),1840,The only type of cell seen in a tendon is,7376,fibroblasts,True
43,Structural Organisation in Animals and Plants (7),1841,Tendons and ligaments are the examples of,7377,areolar connective tissue,False
43,Structural Organisation in Animals and Plants (7),1841,Tendons and ligaments are the examples of,7378,adipose tissue,False
43,Structural Organisation in Animals and Plants (7),1841,Tendons and ligaments are the examples of,7379,dense regular connective tissue,True
43,Structural Organisation in Animals and Plants (7),1841,Tendons and ligaments are the examples of,7380,loose connective tissue,False
43,Structural Organisation in Animals and Plants (7),1842,Which of the following statement is incorrect regarding cuboidal epithelium?,7381,It is an epithelial tissue.,False
43,Structural Organisation in Animals and Plants (7),1842,Which of the following statement is incorrect regarding cuboidal epithelium?,7382,It is Composed of a single layer of cube-like cells,False
43,Structural Organisation in Animals and Plants (7),1842,Which of the following statement is incorrect regarding cuboidal epithelium?,7383,They are found in the walls of blood vessels and air sacs of lungs,True
43,Structural Organisation in Animals and Plants (7),1842,Which of the following statement is incorrect regarding cuboidal epithelium?,7384,Secretion and absorption are the main functions of these tissue,False
43,Structural Organisation in Animals and Plants (7),1843,What are the three basic components of connective tissues ?,7385,"Ground substance, cells and basement membrane",False
43,Structural Organisation in Animals and Plants (7),1843,What are the three basic components of connective tissues ?,7386,"Cartilage, intercellular matrix and serum",False
43,Structural Organisation in Animals and Plants (7),1843,What are the three basic components of connective tissues ?,7387,"Cells, protein fibers and ground substance",True
43,Structural Organisation in Animals and Plants (7),1843,What are the three basic components of connective tissues ?,7388,"Collagen, elastin and reticular fibers",False
43,Structural Organisation in Animals and Plants (7),1844,The major functions of loose connective tissue include,7389,occupying spaces between organs and supporting epithelia,False
43,Structural Organisation in Animals and Plants (7),1844,The major functions of loose connective tissue include,7390,supporting and surrounding blood vessels and nerves,False
43,Structural Organisation in Animals and Plants (7),1844,The major functions of loose connective tissue include,7391,"cushioning organs, storing lipids and facilitating diffusion",False
43,Structural Organisation in Animals and Plants (7),1844,The major functions of loose connective tissue include,7392,All of the above,True
43,Structural Organisation in Animals and Plants (7),1845,Which one is the characteristic of epithelial tissue?,7393,Tissues are highly vascularised.,False
43,Structural Organisation in Animals and Plants (7),1845,Which one is the characteristic of epithelial tissue?,7394,These cells never produce glands.,False
43,Structural Organisation in Animals and Plants (7),1845,Which one is the characteristic of epithelial tissue?,7395,The cells will have a rapid rate of cell division.,True
43,Structural Organisation in Animals and Plants (7),1845,Which one is the characteristic of epithelial tissue?,7396,Large intercellular spaces are seen between cells.,False
43,Structural Organisation in Animals and Plants (7),1846,What will happen if ligaments are cut or broken?,7397,No movements at joints.,False
43,Structural Organisation in Animals and Plants (7),1846,What will happen if ligaments are cut or broken?,7398,Bones will become fixed,False
43,Structural Organisation in Animals and Plants (7),1846,What will happen if ligaments are cut or broken?,7399,Bones will become unfixed.,True
43,Structural Organisation in Animals and Plants (7),1846,What will happen if ligaments are cut or broken?,7400,Bone will move freely at joints.,False
43,Structural Organisation in Animals and Plants (7),1847,The supportive skeletal structures in the human external ears and in the nose tip are examples of,7401,ligament,False
43,Structural Organisation in Animals and Plants (7),1847,The supportive skeletal structures in the human external ears and in the nose tip are examples of,7402,areolar tissue,False
43,Structural Organisation in Animals and Plants (7),1847,The supportive skeletal structures in the human external ears and in the nose tip are examples of,7403,bone,False
43,Structural Organisation in Animals and Plants (7),1847,The supportive skeletal structures in the human external ears and in the nose tip are examples of,7404,cartilage,True
43,Structural Organisation in Animals and Plants (7),1848,Which of the following types of connective tissue is mismatched with its matrix?,7405,Areolar - Loosely packed matrix of protein fibres,False
43,Structural Organisation in Animals and Plants (7),1848,Which of the following types of connective tissue is mismatched with its matrix?,7406,Bone - Mineralized matrix,False
43,Structural Organisation in Animals and Plants (7),1848,Which of the following types of connective tissue is mismatched with its matrix?,7407,Cartilage - Highly vascular matrix,True
43,Structural Organisation in Animals and Plants (7),1848,Which of the following types of connective tissue is mismatched with its matrix?,7408,Blood - Liquid matrix,False
43,Structural Organisation in Animals and Plants (7),1849,The protein present in the matrix of cartilage is,7409,Chitin,False
43,Structural Organisation in Animals and Plants (7),1849,The protein present in the matrix of cartilage is,7410,Chondrin,True
43,Structural Organisation in Animals and Plants (7),1849,The protein present in the matrix of cartilage is,7411,Ossein,False
43,Structural Organisation in Animals and Plants (7),1849,The protein present in the matrix of cartilage is,7412,Chondriotin,False
43,Structural Organisation in Animals and Plants (7),1850,The camel's hump is composed of a tissue which provides water when oxidized. It is:,7413,Skeletal tissue,False
43,Structural Organisation in Animals and Plants (7),1850,The camel's hump is composed of a tissue which provides water when oxidized. It is:,7414,Areolar tissue,False
43,Structural Organisation in Animals and Plants (7),1850,The camel's hump is composed of a tissue which provides water when oxidized. It is:,7415,Adipose tissue,True
43,Structural Organisation in Animals and Plants (7),1850,The camel's hump is composed of a tissue which provides water when oxidized. It is:,7416,Muscular tissue,False
43,Structural Organisation in Animals and Plants (7),1851,The function of the gap junction is to,7417,separate two cells from each other,False
43,Structural Organisation in Animals and Plants (7),1851,The function of the gap junction is to,7418,stop substance from leaking across a tissue.,False
43,Structural Organisation in Animals and Plants (7),1851,The function of the gap junction is to,7419,performing cementing to keep neighbouring cells together,False
43,Structural Organisation in Animals and Plants (7),1851,The function of the gap junction is to,7420,"facilitate communication between adjoining cells by connecting the cytoplasm for rapid transfer of ions, small molecules and some large molecules",True
43,Structural Organisation in Animals and Plants (7),1852,Choose the correctly matched pair.,7421,Tendon-Specialized connective tissue,False
43,Structural Organisation in Animals and Plants (7),1852,Choose the correctly matched pair.,7422,Adipose tissue - Dense connective tissue,False
43,Structural Organisation in Animals and Plants (7),1852,Choose the correctly matched pair.,7423,Areolar tissue - Loose connective tissue,True
43,Structural Organisation in Animals and Plants (7),1852,Choose the correctly matched pair.,7424,Cartilage-Loose connective tissue,False
43,Structural Organisation in Animals and Plants (7),1853,"Muscle tissue cells are contractile, which means they",7425,are responsible for the production and secretion of enzymes.,False
43,Structural Organisation in Animals and Plants (7),1853,"Muscle tissue cells are contractile, which means they",7426,are specialized in contraction and relaxation,True
43,Structural Organisation in Animals and Plants (7),1853,"Muscle tissue cells are contractile, which means they",7427,help in the movement of involuntary organs only.,False
43,Structural Organisation in Animals and Plants (7),1853,"Muscle tissue cells are contractile, which means they",7428,all of the above,False
43,Structural Organisation in Animals and Plants (7),1854,The fibres of which of the following muscles are fusiform and do not show striations,7429,Skeletal muscles,False
43,Structural Organisation in Animals and Plants (7),1854,The fibres of which of the following muscles are fusiform and do not show striations,7430,Cardiac muscles,False
43,Structural Organisation in Animals and Plants (7),1854,The fibres of which of the following muscles are fusiform and do not show striations,7431,Both (a) and (b),False
43,Structural Organisation in Animals and Plants (7),1854,The fibres of which of the following muscles are fusiform and do not show striations,7432,Smooth muscles,True
43,Structural Organisation in Animals and Plants (7),1855,Intercalated discs are the communication junctions between the cells of,7433,cardiac muscles,True
43,Structural Organisation in Animals and Plants (7),1855,Intercalated discs are the communication junctions between the cells of,7434,striped muscles,False
43,Structural Organisation in Animals and Plants (7),1855,Intercalated discs are the communication junctions between the cells of,7435,adipose tissue,False
43,Structural Organisation in Animals and Plants (7),1855,Intercalated discs are the communication junctions between the cells of,7436,nerve and striated muscles,False
43,Structural Organisation in Animals and Plants (7),1856,Smooth muscles are _______.,7437,"voluntary, branched, uninucleate",False
43,Structural Organisation in Animals and Plants (7),1856,Smooth muscles are _______.,7438,"voluntary, multinucleate, cylindrical",False
43,Structural Organisation in Animals and Plants (7),1856,Smooth muscles are _______.,7439,"involuntary, cylindrical, multinucleate",False
43,Structural Organisation in Animals and Plants (7),1856,Smooth muscles are _______.,7440,"involuntary, spindle shaped, uninucleated, tapering",True
43,Structural Organisation in Animals and Plants (7),1857,Which of the following statement(s) is/are correct about muscle tissue?,7441,"Each muscle is made of many long, cylindrical fibres arranged in parallel arrays.",False
43,Structural Organisation in Animals and Plants (7),1857,Which of the following statement(s) is/are correct about muscle tissue?,7442,"Muscle fibres contract (shorten) in response to stimulation, then relax (lengthen) and return to their uncontracted state in a coordinated fashion",False
43,Structural Organisation in Animals and Plants (7),1857,Which of the following statement(s) is/are correct about muscle tissue?,7443,Muscles play an active role in all movements of the body,False
43,Structural Organisation in Animals and Plants (7),1857,Which of the following statement(s) is/are correct about muscle tissue?,7444,All of the above,True
43,Structural Organisation in Animals and Plants (7),1858,Three essential components of most neurons are,7445,"simple epithelium, extracellular matrix and nerves.",False
43,Structural Organisation in Animals and Plants (7),1858,Three essential components of most neurons are,7446,"axon, dendrites and cell body.",True
43,Structural Organisation in Animals and Plants (7),1858,Three essential components of most neurons are,7447,"nerve cells, synapse and neuroglia.",False
43,Structural Organisation in Animals and Plants (7),1858,Three essential components of most neurons are,7448,"mylein sheeth, node of Ranvier and Schwann cells",False
43,Structural Organisation in Animals and Plants (7),1859,Neuroglia are,7449,excitable cells of neural tissue.,False
43,Structural Organisation in Animals and Plants (7),1859,Neuroglia are,7450,supporting and non-protecting cells of neural tissue,True
43,Structural Organisation in Animals and Plants (7),1859,Neuroglia are,7451,two to three times in volume of neural tissue,False
43,Structural Organisation in Animals and Plants (7),1859,Neuroglia are,7452,protective and excitable cells of neural tissue,False
43,Structural Organisation in Animals and Plants (7),1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,7453,glial cells,True
43,Structural Organisation in Animals and Plants (7),1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,7454,dendrites,False
43,Structural Organisation in Animals and Plants (7),1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,7455,nerve cells,False
43,Structural Organisation in Animals and Plants (7),1860,Nervous tissue cells that play several supporting roles but do not transmit impulses are called,7456,neurons,False
43,Structural Organisation in Animals and Plants (7),1861,Which of the following statements Is not correct regarding neural tissue ?,7457,it exerts the greatest control over the body's responsiveness to changing conditions.,False
43,Structural Organisation in Animals and Plants (7),1861,Which of the following statements Is not correct regarding neural tissue ?,7458,"Chondrocytes, the unit of neural system are excitable cells.",True
43,Structural Organisation in Animals and Plants (7),1861,Which of the following statements Is not correct regarding neural tissue ?,7459,Neuroglial cells protect and support neurons.,False
43,Structural Organisation in Animals and Plants (7),1861,Which of the following statements Is not correct regarding neural tissue ?,7460,"When a neuron is suitably stimulated, an electrical disturbance is generated.",False
43,Structural Organisation in Animals and Plants (7),1862,The secretions of endocrine glands are released directly,7461,into the skin surface,False
43,Structural Organisation in Animals and Plants (7),1862,The secretions of endocrine glands are released directly,7462,into the blood stream,True
43,Structural Organisation in Animals and Plants (7),1862,The secretions of endocrine glands are released directly,7463,into a gland duct,False
43,Structural Organisation in Animals and Plants (7),1862,The secretions of endocrine glands are released directly,7464,into the brain tissue,False
43,Structural Organisation in Animals and Plants (7),1863,Mast cells are associated with,7465,exocrine glands,False
43,Structural Organisation in Animals and Plants (7),1863,Mast cells are associated with,7466,endocrine glands,False
43,Structural Organisation in Animals and Plants (7),1863,Mast cells are associated with,7467,areolar connective tissue,True
43,Structural Organisation in Animals and Plants (7),1863,Mast cells are associated with,7468,neural tissue,False
43,Structural Organisation in Animals and Plants (7),1864,Which of the following is involved in the production of new blood cells?,7469,Adipose cell,False
43,Structural Organisation in Animals and Plants (7),1864,Which of the following is involved in the production of new blood cells?,7470,Bone marrow,True
43,Structural Organisation in Animals and Plants (7),1864,Which of the following is involved in the production of new blood cells?,7471,Liver,False
43,Structural Organisation in Animals and Plants (7),1864,Which of the following is involved in the production of new blood cells?,7472,Matrix,False
43,Structural Organisation in Animals and Plants (7),1865,Which of the following vertebrate tissues would be an excellent source of collagen?,7473,Liver,False
43,Structural Organisation in Animals and Plants (7),1865,Which of the following vertebrate tissues would be an excellent source of collagen?,7474,Nerve,False
43,Structural Organisation in Animals and Plants (7),1865,Which of the following vertebrate tissues would be an excellent source of collagen?,7475,Muscle,False
43,Structural Organisation in Animals and Plants (7),1865,Which of the following vertebrate tissues would be an excellent source of collagen?,7476,Tendon,True
43,Structural Organisation in Animals and Plants (7),1866,The complexity in organ and organ systems displays certain discernable trend. This discernable trend is known as,7477,Evolutionary trend,True
43,Structural Organisation in Animals and Plants (7),1866,The complexity in organ and organ systems displays certain discernable trend. This discernable trend is known as,7478,Morphological trend,False
43,Structural Organisation in Animals and Plants (7),1866,The complexity in organ and organ systems displays certain discernable trend. This discernable trend is known as,7479,Complexity trend,False
43,Structural Organisation in Animals and Plants (7),1866,The complexity in organ and organ systems displays certain discernable trend. This discernable trend is known as,7480,Anatomical trend,False
43,Structural Organisation in Animals and Plants (7),1867,Which of the following statement is correct about anatomy,7481,Study of form or externally visible features,False
43,Structural Organisation in Animals and Plants (7),1867,Which of the following statement is correct about anatomy,7482,Study of internal as well as external features.,False
43,Structural Organisation in Animals and Plants (7),1867,Which of the following statement is correct about anatomy,7483,Study of morphology of internal organs in the animal,True
43,Structural Organisation in Animals and Plants (7),1867,Which of the following statement is correct about anatomy,7484,None of the above statements,False
43,Structural Organisation in Animals and Plants (7),1868,General function of gland is to,7485,protect the body,False
43,Structural Organisation in Animals and Plants (7),1868,General function of gland is to,7486,control the function of epithelial tissues,False
43,Structural Organisation in Animals and Plants (7),1868,General function of gland is to,7487,produce and secrete specialized compounds to control and maintain different body functions,True
43,Structural Organisation in Animals and Plants (7),1868,General function of gland is to,7488,help to maintain blood pressure and nerve actions,False
43,Structural Organisation in Animals and Plants (7),1869,Which one of the following pair of structures distinguish a nerve cell from other types of cell ?,7489,Vacuoles and Fibres,False
43,Structural Organisation in Animals and Plants (7),1869,Which one of the following pair of structures distinguish a nerve cell from other types of cell ?,7490,Flagellum and Medullary sheath,False
43,Structural Organisation in Animals and Plants (7),1869,Which one of the following pair of structures distinguish a nerve cell from other types of cell ?,7491,Nucleus and Mitochondria,False
43,Structural Organisation in Animals and Plants (7),1869,Which one of the following pair of structures distinguish a nerve cell from other types of cell ?,7492,Cell body and Dendrites,True
43,Structural Organisation in Animals and Plants (7),1870,Frogs are:,7494,Ureotelic,False
43,Structural Organisation in Animals and Plants (7),1870,Frogs are:,7495,Stenothermal,False
43,Structural Organisation in Animals and Plants (7),1870,Frogs are:,7496,Poikilothermal,False
43,Structural Organisation in Animals and Plants (7),1870,Frogs are:,7497,Both (a) and (c),True
43,Structural Organisation in Animals and Plants (7),1871,Frog takes water through which of the following organs?,7498,Eyes,False
43,Structural Organisation in Animals and Plants (7),1871,Frog takes water through which of the following organs?,7499,Skin,True
43,Structural Organisation in Animals and Plants (7),1871,Frog takes water through which of the following organs?,7500,Mouth,False
43,Structural Organisation in Animals and Plants (7),1871,Frog takes water through which of the following organs?,7501,Gills,False
43,Structural Organisation in Animals and Plants (7),1872,Mesorchium in frogs is associated with,7502,Testes,False
43,Structural Organisation in Animals and Plants (7),1872,Mesorchium in frogs is associated with,7503,Kidney,False
43,Structural Organisation in Animals and Plants (7),1872,Mesorchium in frogs is associated with,7504,Brain,False
43,Structural Organisation in Animals and Plants (7),1872,Mesorchium in frogs is associated with,7505,Both (a) & (b),True
43,Structural Organisation in Animals and Plants (7),1873,"In frogs, the cloaca is used to pass",7506,Sperms,False
43,Structural Organisation in Animals and Plants (7),1873,"In frogs, the cloaca is used to pass",7507,Urine,False
43,Structural Organisation in Animals and Plants (7),1873,"In frogs, the cloaca is used to pass",7508,Fecal matter,False
43,Structural Organisation in Animals and Plants (7),1873,"In frogs, the cloaca is used to pass",7509,All of the them,True
43,Structural Organisation in Animals and Plants (7),1874,"In a frog, if a hole is punched in the floor of its buccal cavity, then the frog will not die as",7510,buccal respiration does not stop,False
43,Structural Organisation in Animals and Plants (7),1874,"In a frog, if a hole is punched in the floor of its buccal cavity, then the frog will not die as",7511,respiration other than lungs will continue,False
43,Structural Organisation in Animals and Plants (7),1874,"In a frog, if a hole is punched in the floor of its buccal cavity, then the frog will not die as",7512,it can store oxygen for future use,False
43,Structural Organisation in Animals and Plants (7),1874,"In a frog, if a hole is punched in the floor of its buccal cavity, then the frog will not die as",7513,pulmonary respiratory occurs,True
43,Structural Organisation in Animals and Plants (7),1875,Identify the incorrect statement about frog.,7514,Parathyroid and pineal body are present,False
43,Structural Organisation in Animals and Plants (7),1875,Identify the incorrect statement about frog.,7515,Optic lobes are situated in the mid brain,False
43,Structural Organisation in Animals and Plants (7),1875,Identify the incorrect statement about frog.,7516,There are ten cranial nerves only,True
43,Structural Organisation in Animals and Plants (7),1875,Identify the incorrect statement about frog.,7517,The ventricle opens into the conus arteriousus,False
43,Structural Organisation in Animals and Plants (7),1876,In frog mesorchium is a thin fold of membrane extending between,7518,two testes,False
43,Structural Organisation in Animals and Plants (7),1876,In frog mesorchium is a thin fold of membrane extending between,7519,kidneys and testes,True
43,Structural Organisation in Animals and Plants (7),1876,In frog mesorchium is a thin fold of membrane extending between,7520,two kidneys,False
43,Structural Organisation in Animals and Plants (7),1876,In frog mesorchium is a thin fold of membrane extending between,7521,liver and kidneys,False
43,Structural Organisation in Animals and Plants (7),1877,Frog's heart is,7522,neurogenic and 4 chambered,False
43,Structural Organisation in Animals and Plants (7),1877,Frog's heart is,7523,myogenic and 2 chambered,False
43,Structural Organisation in Animals and Plants (7),1877,Frog's heart is,7524,neurogenic and 3 chambered,False
43,Structural Organisation in Animals and Plants (7),1877,Frog's heart is,7525,myogenic and 3 chambered,True
43,Structural Organisation in Animals and Plants (7),1878,"Vasa efferentia in male frog, enter the kidney and open into",7526,Bidder's canal,True
43,Structural Organisation in Animals and Plants (7),1878,"Vasa efferentia in male frog, enter the kidney and open into",7527,Ureter,False
43,Structural Organisation in Animals and Plants (7),1878,"Vasa efferentia in male frog, enter the kidney and open into",7528,Vacuole,False
43,Structural Organisation in Animals and Plants (7),1878,"Vasa efferentia in male frog, enter the kidney and open into",7529,Urinogenital duct,False
43,Structural Organisation in Animals and Plants (7),1879,Incorrect options from the following with respect to frog.,7530,Frogs are devoid of internal ear,False
43,Structural Organisation in Animals and Plants (7),1879,Incorrect options from the following with respect to frog.,7531,Vasa efferentia enters into bidder's canal,False
43,Structural Organisation in Animals and Plants (7),1879,Incorrect options from the following with respect to frog.,7532,A mature female frog can lay 2500 to 3000 ova at a time,False
43,Structural Organisation in Animals and Plants (7),1879,Incorrect options from the following with respect to frog.,7533,The outer covering of kidney is called mesorchium,True
43,Structural Organisation in Animals and Plants (7),1880,The ability to change colour and hide from the enemies in frog is called,7534,Ammensalism,False
43,Structural Organisation in Animals and Plants (7),1880,The ability to change colour and hide from the enemies in frog is called,7535,Camouflage,True
43,Structural Organisation in Animals and Plants (7),1880,The ability to change colour and hide from the enemies in frog is called,7536,Aestivation,False
43,Structural Organisation in Animals and Plants (7),1880,The ability to change colour and hide from the enemies in frog is called,7537,Moulting,False
43,Structural Organisation in Animals and Plants (7),1881,Special venous connection between kidney and lower parts of body in a  frog is called,7538,Hepatic portal system,False
43,Structural Organisation in Animals and Plants (7),1881,Special venous connection between kidney and lower parts of body in a  frog is called,7539,Renal portal system,True
43,Structural Organisation in Animals and Plants (7),1881,Special venous connection between kidney and lower parts of body in a  frog is called,7540,Atrial hepatic system,False
43,Structural Organisation in Animals and Plants (7),1881,Special venous connection between kidney and lower parts of body in a  frog is called,7541,Both (a) and (b),False
43,Structural Organisation in Animals and Plants (7),1882,Through which of the following structure the medulla oblongata passes out and continues into spinal cord ?,7542,Formenovale,False
43,Structural Organisation in Animals and Plants (7),1882,Through which of the following structure the medulla oblongata passes out and continues into spinal cord ?,7543,Fossa ovalis,False
43,Structural Organisation in Animals and Plants (7),1882,Through which of the following structure the medulla oblongata passes out and continues into spinal cord ?,7544,Foramen magnum,True
43,Structural Organisation in Animals and Plants (7),1882,Through which of the following structure the medulla oblongata passes out and continues into spinal cord ?,7545,None of these,False
43,Structural Organisation in Animals and Plants (7),1883,"The figure given here shows a diagrammatic representation of internal organs of the frog digestive system. Identify A to D and select the correct option. 
 
A, B, C,D",7546,"Gall bladder, Liver, Testis, Rectum",False
